State,Measure Name,Measure ID,Number of Hospitals Worse,Number of Hospitals Same,Number of Hospitals Better,Number of Hospitals Too Few,Footnote,Measure Start Date,Measure End Date
MN,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,48,0,1,,10/1/2015,6/30/2017
MN,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,48,0,1,,10/1/2015,6/30/2017
MN,Serious complications,PSI_90_SAFETY,4,43,2,Not Available,,10/1/2015,6/30/2017
MN,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2,45,0,1,,10/1/2015,6/30/2017
MO,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,64,1,12,,4/1/2014,3/31/2017
MO,Death rate for heart attack patients,MORT_30_AMI,2,55,1,46,,7/1/2014,6/30/2017
MO,Death rate for CABG surgery patients,MORT_30_CABG,1,31,0,2,,7/1/2014,6/30/2017
MO,Death rate for COPD patients,MORT_30_COPD,1,100,1,10,,7/1/2014,6/30/2017
MO,Death rate for heart failure patients,MORT_30_HF,3,86,5,21,,7/1/2014,6/30/2017
MO,Death rate for pneumonia patients,MORT_30_PN,6,100,6,5,,7/1/2014,6/30/2017
MO,Death rate for stroke patients,MORT_30_STK,2,52,1,52,,7/1/2014,6/30/2017
MO,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,4,56,0,2,,10/1/2015,6/30/2017
MO,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,4,53,3,2,,10/1/2015,6/30/2017
MO,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,3,64,0,2,,10/1/2015,6/30/2017
MO,Blood stream infection after surgery,PSI_13_POST_SEPSIS,2,58,0,2,,10/1/2015,6/30/2017
MO,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1,59,0,9,,10/1/2015,6/30/2017
MO,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,2,66,0,2,,10/1/2015,6/30/2017
MO,Pressure sores,PSI_3_ULCER,4,67,1,0,,10/1/2015,6/30/2017
MO,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,1,42,0,18,,10/1/2015,6/30/2017
MO,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,1,71,0,0,,10/1/2015,6/30/2017
MO,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,72,0,0,,10/1/2015,6/30/2017
MO,Serious complications,PSI_90_SAFETY,7,63,2,Not Available,,10/1/2015,6/30/2017
MO,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,3,64,0,2,,10/1/2015,6/30/2017
MP,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,4/1/2014,3/31/2017
MP,Death rate for heart attack patients,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
MP,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
MP,Death rate for COPD patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
MP,Death rate for heart failure patients,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
MP,Death rate for pneumonia patients,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
MP,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
MP,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Broken hip from a fall after surgery,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MP,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,10/1/2015,6/30/2017
MS,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,24,0,10,,4/1/2014,3/31/2017
MS,Death rate for heart attack patients,MORT_30_AMI,2,24,0,55,,7/1/2014,6/30/2017
MS,Death rate for CABG surgery patients,MORT_30_CABG,1,16,0,0,,7/1/2014,6/30/2017
MS,Death rate for COPD patients,MORT_30_COPD,3,68,0,21,,7/1/2014,6/30/2017
MS,Death rate for heart failure patients,MORT_30_HF,4,68,1,21,,7/1/2014,6/30/2017
MS,Death rate for pneumonia patients,MORT_30_PN,9,80,1,5,,7/1/2014,6/30/2017
MS,Death rate for stroke patients,MORT_30_STK,3,33,0,51,,7/1/2014,6/30/2017
MS,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,4,31,0,8,,10/1/2015,6/30/2017
MS,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,7,28,0,8,,10/1/2015,6/30/2017
MS,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2,38,0,7,,10/1/2015,6/30/2017
MS,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,34,0,8,,10/1/2015,6/30/2017
MS,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,37,0,8,,10/1/2015,6/30/2017
MS,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,43,0,5,,10/1/2015,6/30/2017
MS,Pressure sores,PSI_3_ULCER,3,55,0,2,,10/1/2015,6/30/2017
MS,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,1,20,0,17,,10/1/2015,6/30/2017
MS,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,1,58,0,1,,10/1/2015,6/30/2017
MS,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,59,0,1,,10/1/2015,6/30/2017
MS,Serious complications,PSI_90_SAFETY,5,55,0,Not Available,,10/1/2015,6/30/2017
MS,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,39,0,7,,10/1/2015,6/30/2017
MT,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,23,0,3,,4/1/2014,3/31/2017
MT,Death rate for heart attack patients,MORT_30_AMI,0,9,0,34,,7/1/2014,6/30/2017
MT,Death rate for CABG surgery patients,MORT_30_CABG,0,5,0,0,,7/1/2014,6/30/2017
MT,Death rate for COPD patients,MORT_30_COPD,0,25,0,34,,7/1/2014,6/30/2017
MT,Death rate for heart failure patients,MORT_30_HF,3,25,0,33,,7/1/2014,6/30/2017
MT,Death rate for pneumonia patients,MORT_30_PN,0,44,0,17,,7/1/2014,6/30/2017
MT,Death rate for stroke patients,MORT_30_STK,2,12,0,32,,7/1/2014,6/30/2017
MT,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,12,0,0,,10/1/2015,6/30/2017
MT,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,1,11,0,0,,10/1/2015,6/30/2017
MT,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,11,1,0,,10/1/2015,6/30/2017
MT,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,11,1,0,,10/1/2015,6/30/2017
MT,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,1,9,0,2,,10/1/2015,6/30/2017
MT,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,11,0,2,,10/1/2015,6/30/2017
MT,Pressure sores,PSI_3_ULCER,0,13,0,1,,10/1/2015,6/30/2017
MT,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,8,0,2,,10/1/2015,6/30/2017
MT,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,13,0,1,,10/1/2015,6/30/2017
MT,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,13,0,1,,10/1/2015,6/30/2017
MT,Serious complications,PSI_90_SAFETY,0,13,1,Not Available,,10/1/2015,6/30/2017
MT,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,12,0,0,,10/1/2015,6/30/2017
NC,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,3,72,5,11,,4/1/2014,3/31/2017
NC,Death rate for heart attack patients,MORT_30_AMI,0,74,1,28,,7/1/2014,6/30/2017
NC,Death rate for CABG surgery patients,MORT_30_CABG,0,20,2,1,,7/1/2014,6/30/2017
NC,Death rate for COPD patients,MORT_30_COPD,7,88,1,9,,7/1/2014,6/30/2017
NC,Death rate for heart failure patients,MORT_30_HF,3,93,3,11,,7/1/2014,6/30/2017
NC,Death rate for pneumonia patients,MORT_30_PN,20,81,4,5,,7/1/2014,6/30/2017
NC,Death rate for stroke patients,MORT_30_STK,3,82,0,20,,7/1/2014,6/30/2017
NC,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,72,0,2,,10/1/2015,6/30/2017
NC,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,3,65,4,2,,10/1/2015,6/30/2017
NC,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,4,76,1,0,,10/1/2015,6/30/2017
NC,Blood stream infection after surgery,PSI_13_POST_SEPSIS,1,67,3,3,,10/1/2015,6/30/2017
NC,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,78,0,2,,10/1/2015,6/30/2017
NC,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,79,0,2,,10/1/2015,6/30/2017
NC,Pressure sores,PSI_3_ULCER,6,75,3,0,,10/1/2015,6/30/2017
NC,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,4,42,0,31,,10/1/2015,6/30/2017
NC,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,84,0,0,,10/1/2015,6/30/2017
NC,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,84,0,0,,10/1/2015,6/30/2017
NC,Serious complications,PSI_90_SAFETY,2,76,6,Not Available,,10/1/2015,6/30/2017
NC,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,80,0,0,,10/1/2015,6/30/2017
ND,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,9,0,0,,4/1/2014,3/31/2017
ND,Death rate for heart attack patients,MORT_30_AMI,0,8,0,27,,7/1/2014,6/30/2017
ND,Death rate for CABG surgery patients,MORT_30_CABG,1,5,0,0,,7/1/2014,6/30/2017
ND,Death rate for COPD patients,MORT_30_COPD,1,15,0,26,,7/1/2014,6/30/2017
ND,Death rate for heart failure patients,MORT_30_HF,0,20,0,24,,7/1/2014,6/30/2017
ND,Death rate for pneumonia patients,MORT_30_PN,0,34,0,11,,7/1/2014,6/30/2017
ND,Death rate for stroke patients,MORT_30_STK,1,7,0,29,,7/1/2014,6/30/2017
ND,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,6,0,0,,10/1/2015,6/30/2017
ND,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,4,0,0,,10/1/2015,6/30/2017
ND,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,6,0,0,,10/1/2015,6/30/2017
ND,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,6,0,0,,10/1/2015,6/30/2017
ND,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,6,0,0,,10/1/2015,6/30/2017
ND,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,6,0,0,,10/1/2015,6/30/2017
ND,Pressure sores,PSI_3_ULCER,1,6,0,1,,10/1/2015,6/30/2017
ND,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,6,0,0,,10/1/2015,6/30/2017
ND,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,7,0,1,,10/1/2015,6/30/2017
ND,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,7,0,1,,10/1/2015,6/30/2017
ND,Serious complications,PSI_90_SAFETY,2,6,0,Not Available,,10/1/2015,6/30/2017
ND,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,6,0,0,,10/1/2015,6/30/2017
NE,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,43,0,11,,4/1/2014,3/31/2017
NE,Death rate for heart attack patients,MORT_30_AMI,0,20,0,53,,7/1/2014,6/30/2017
NE,Death rate for CABG surgery patients,MORT_30_CABG,0,8,0,1,,7/1/2014,6/30/2017
NE,Death rate for COPD patients,MORT_30_COPD,0,45,0,37,,7/1/2014,6/30/2017
NE,Death rate for heart failure patients,MORT_30_HF,2,41,0,41,,7/1/2014,6/30/2017
NE,Death rate for pneumonia patients,MORT_30_PN,1,73,0,11,,7/1/2014,6/30/2017
NE,Death rate for stroke patients,MORT_30_STK,0,22,0,57,,7/1/2014,6/30/2017
NE,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1,22,0,0,,10/1/2015,6/30/2017
NE,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,17,1,0,,10/1/2015,6/30/2017
NE,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,23,0,0,,10/1/2015,6/30/2017
NE,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,23,0,0,,10/1/2015,6/30/2017
NE,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,21,0,1,,10/1/2015,6/30/2017
NE,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,22,0,1,,10/1/2015,6/30/2017
NE,Pressure sores,PSI_3_ULCER,2,21,0,0,,10/1/2015,6/30/2017
NE,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,15,0,5,,10/1/2015,6/30/2017
NE,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,2,21,0,0,,10/1/2015,6/30/2017
NE,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,23,0,0,,10/1/2015,6/30/2017
NE,Serious complications,PSI_90_SAFETY,4,19,0,Not Available,,10/1/2015,6/30/2017
NE,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,21,1,0,,10/1/2015,6/30/2017
NH,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,22,0,2,,4/1/2014,3/31/2017
NH,Death rate for heart attack patients,MORT_30_AMI,0,17,1,8,,7/1/2014,6/30/2017
NH,Death rate for CABG surgery patients,MORT_30_CABG,0,3,1,0,,7/1/2014,6/30/2017
NH,Death rate for COPD patients,MORT_30_COPD,0,25,1,0,,7/1/2014,6/30/2017
NH,Death rate for heart failure patients,MORT_30_HF,1,23,2,0,,7/1/2014,6/30/2017
NH,Death rate for pneumonia patients,MORT_30_PN,0,26,0,0,,7/1/2014,6/30/2017
NH,Death rate for stroke patients,MORT_30_STK,0,19,1,6,,7/1/2014,6/30/2017
NH,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,13,0,0,,10/1/2015,6/30/2017
NH,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,13,0,0,,10/1/2015,6/30/2017
NH,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,13,0,0,,10/1/2015,6/30/2017
NH,Blood stream infection after surgery,PSI_13_POST_SEPSIS,0,12,1,0,,10/1/2015,6/30/2017
NH,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,13,0,0,,10/1/2015,6/30/2017
NH,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,13,0,0,,10/1/2015,6/30/2017
NH,Pressure sores,PSI_3_ULCER,1,12,0,0,,10/1/2015,6/30/2017
NH,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,1,9,0,3,,10/1/2015,6/30/2017
NH,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,13,0,0,,10/1/2015,6/30/2017
NH,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,13,0,0,,10/1/2015,6/30/2017
NH,Serious complications,PSI_90_SAFETY,0,12,1,Not Available,,10/1/2015,6/30/2017
NH,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,1,12,0,0,,10/1/2015,6/30/2017
NJ,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,48,2,13,,4/1/2014,3/31/2017
NJ,Death rate for heart attack patients,MORT_30_AMI,1,60,2,2,,7/1/2014,6/30/2017
NJ,Death rate for CABG surgery patients,MORT_30_CABG,0,16,1,2,,7/1/2014,6/30/2017
NJ,Death rate for COPD patients,MORT_30_COPD,1,60,2,1,,7/1/2014,6/30/2017
NJ,Death rate for heart failure patients,MORT_30_HF,1,55,9,0,,7/1/2014,6/30/2017
NJ,Death rate for pneumonia patients,MORT_30_PN,2,52,11,0,,7/1/2014,6/30/2017
NJ,Death rate for stroke patients,MORT_30_STK,0,58,3,2,,7/1/2014,6/30/2017
NJ,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,62,0,2,,10/1/2015,6/30/2017
NJ,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,2,57,2,3,,10/1/2015,6/30/2017
NJ,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,4,60,0,0,,10/1/2015,6/30/2017
NJ,Blood stream infection after surgery,PSI_13_POST_SEPSIS,3,58,1,2,,10/1/2015,6/30/2017
NJ,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,63,0,1,,10/1/2015,6/30/2017
NJ,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,64,0,0,,10/1/2015,6/30/2017
NJ,Pressure sores,PSI_3_ULCER,7,57,0,0,,10/1/2015,6/30/2017
NJ,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,53,1,9,,10/1/2015,6/30/2017
NJ,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,64,0,0,,10/1/2015,6/30/2017
NJ,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,64,0,0,,10/1/2015,6/30/2017
NJ,Serious complications,PSI_90_SAFETY,5,57,2,Not Available,,10/1/2015,6/30/2017
NJ,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,2,61,1,0,,10/1/2015,6/30/2017
NM,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,17,0,7,,4/1/2014,3/31/2017
NM,Death rate for heart attack patients,MORT_30_AMI,0,13,0,25,,7/1/2014,6/30/2017
NM,Death rate for CABG surgery patients,MORT_30_CABG,0,5,0,0,,7/1/2014,6/30/2017
NM,Death rate for COPD patients,MORT_30_COPD,0,31,0,8,,7/1/2014,6/30/2017
NM,Death rate for heart failure patients,MORT_30_HF,0,29,1,10,,7/1/2014,6/30/2017
NM,Death rate for pneumonia patients,MORT_30_PN,0,39,0,2,,7/1/2014,6/30/2017
NM,Death rate for stroke patients,MORT_30_STK,1,16,0,20,,7/1/2014,6/30/2017
NM,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,1,21,0,2,,10/1/2015,6/30/2017
NM,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,0,22,0,2,,10/1/2015,6/30/2017
NM,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,0,25,0,1,,10/1/2015,6/30/2017
NM,Blood stream infection after surgery,PSI_13_POST_SEPSIS,2,20,0,1,,10/1/2015,6/30/2017
NM,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,23,0,4,,10/1/2015,6/30/2017
NM,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,0,26,0,2,,10/1/2015,6/30/2017
NM,Pressure sores,PSI_3_ULCER,1,28,0,0,,10/1/2015,6/30/2017
NM,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,0,8,0,16,,10/1/2015,6/30/2017
NM,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,29,0,3,,10/1/2015,6/30/2017
NM,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,29,0,2,,10/1/2015,6/30/2017
NM,Serious complications,PSI_90_SAFETY,2,30,0,Not Available,,10/1/2015,6/30/2017
NM,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,25,0,1,,10/1/2015,6/30/2017
NV,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,1,21,0,4,,4/1/2014,3/31/2017
NV,Death rate for heart attack patients,MORT_30_AMI,0,20,0,14,,7/1/2014,6/30/2017
NV,Death rate for CABG surgery patients,MORT_30_CABG,1,11,0,1,,7/1/2014,6/30/2017
NV,Death rate for COPD patients,MORT_30_COPD,2,27,0,5,,7/1/2014,6/30/2017
NV,Death rate for heart failure patients,MORT_30_HF,1,26,1,7,,7/1/2014,6/30/2017
NV,Death rate for pneumonia patients,MORT_30_PN,4,26,0,9,,7/1/2014,6/30/2017
NV,Death rate for stroke patients,MORT_30_STK,1,16,0,15,,7/1/2014,6/30/2017
NV,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,20,0,0,,10/1/2015,6/30/2017
NV,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,15,0,0,,10/1/2015,6/30/2017
NV,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,2,17,1,0,,10/1/2015,6/30/2017
NV,Blood stream infection after surgery,PSI_13_POST_SEPSIS,2,17,1,0,,10/1/2015,6/30/2017
NV,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,19,0,1,,10/1/2015,6/30/2017
NV,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1,19,0,0,,10/1/2015,6/30/2017
NV,Pressure sores,PSI_3_ULCER,2,18,1,1,,10/1/2015,6/30/2017
NV,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,1,14,1,3,,10/1/2015,6/30/2017
NV,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,1,20,0,1,,10/1/2015,6/30/2017
NV,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,21,0,1,,10/1/2015,6/30/2017
NV,Serious complications,PSI_90_SAFETY,6,15,1,Not Available,,10/1/2015,6/30/2017
NV,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,0,20,0,0,,10/1/2015,6/30/2017
NY,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,2,100,2,38,,4/1/2014,3/31/2017
NY,Death rate for heart attack patients,MORT_30_AMI,1,127,6,36,,7/1/2014,6/30/2017
NY,Death rate for CABG surgery patients,MORT_30_CABG,0,31,2,3,,7/1/2014,6/30/2017
NY,Death rate for COPD patients,MORT_30_COPD,3,150,4,9,,7/1/2014,6/30/2017
NY,Death rate for heart failure patients,MORT_30_HF,8,134,21,11,,7/1/2014,6/30/2017
NY,Death rate for pneumonia patients,MORT_30_PN,10,146,16,5,,7/1/2014,6/30/2017
NY,Death rate for stroke patients,MORT_30_STK,3,110,9,39,,7/1/2014,6/30/2017
NY,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,0,123,0,15,,10/1/2015,6/30/2017
NY,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,5,111,4,18,,10/1/2015,6/30/2017
NY,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,12,126,0,4,,10/1/2015,6/30/2017
NY,Blood stream infection after surgery,PSI_13_POST_SEPSIS,5,118,0,14,,10/1/2015,6/30/2017
NY,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,2,132,0,6,,10/1/2015,6/30/2017
NY,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1,139,0,4,,10/1/2015,6/30/2017
NY,Pressure sores,PSI_3_ULCER,34,110,1,3,,10/1/2015,6/30/2017
NY,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,2,67,3,63,,10/1/2015,6/30/2017
NY,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,0,146,0,2,,10/1/2015,6/30/2017
NY,Broken hip from a fall after surgery,PSI_8_POST_HIP,0,146,0,2,,10/1/2015,6/30/2017
NY,Serious complications,PSI_90_SAFETY,24,124,0,Not Available,,10/1/2015,6/30/2017
NY,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,5,132,1,4,,10/1/2015,6/30/2017
OH,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,0,131,3,16,,4/1/2014,3/31/2017
OH,Death rate for heart attack patients,MORT_30_AMI,0,93,3,57,,7/1/2014,6/30/2017
OH,Death rate for CABG surgery patients,MORT_30_CABG,0,47,1,11,,7/1/2014,6/30/2017
OH,Death rate for COPD patients,MORT_30_COPD,2,141,3,10,,7/1/2014,6/30/2017
OH,Death rate for heart failure patients,MORT_30_HF,4,127,15,11,,7/1/2014,6/30/2017
OH,Death rate for pneumonia patients,MORT_30_PN,2,137,12,10,,7/1/2014,6/30/2017
OH,Death rate for stroke patients,MORT_30_STK,0,99,2,49,,7/1/2014,6/30/2017
OH,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,2,118,0,3,,10/1/2015,6/30/2017
OH,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,4,111,5,3,,10/1/2015,6/30/2017
OH,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,1,121,1,1,,10/1/2015,6/30/2017
OH,Blood stream infection after surgery,PSI_13_POST_SEPSIS,1,117,2,3,,10/1/2015,6/30/2017
OH,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,0,115,0,6,,10/1/2015,6/30/2017
OH,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,1,117,0,4,,10/1/2015,6/30/2017
OH,Pressure sores,PSI_3_ULCER,5,121,0,0,,10/1/2015,6/30/2017
